ATECO,ATECO_Desc,Natura,Fatturato,Dipendenti,Provincia,Business_Size,Revenue_Size,Industry,Total_Revenue_36M,Active_Months
H.49.41.00,Trasporto di merci su strada,1.a Impresa,1258669,9,TN,Micro (1-10),Medium (1M-10M),Transportation,306130,36
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.a Impresa,8563232,110,SP,Medium (51-250),Medium (1M-10M),Wholesale/Retail,425701,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,3294102,9,VE,Micro (1-10),Medium (1M-10M),Wholesale/Retail,337441,36
G.45.40.21,Commercio all'ingrosso e al dettaglio di parti e accessori per motocicli e ciclomotori,1.a Impresa,1635689,3,MC,Micro (1-10),Medium (1M-10M),Wholesale/Retail,319867,36
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.a Impresa,490105,7,PA,Micro (1-10),Small (100k-1M),Wholesale/Retail,374039,36
G.47.72.10,Commercio al dettaglio di calzature e accessori,1.a Impresa,977314,3,Unknown,Micro (1-10),Small (100k-1M),Wholesale/Retail,181482,19
N.77.11.00,Noleggio di autovetture ed autoveicoli leggeri,1.a Impresa,368949,15,TA,Small (11-50),Small (100k-1M),Business Services,261317,36
N.82.92.20,Imballaggio e confezionamento di generi non alimentari,1.b Azienda individuale,0,3,PO,Micro (1-10),No revenue,Business Services,485571,36
N.82.19.09,Servizi di fotocopiatura preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio,1.a Impresa,1360971,13,CO,Small (11-50),Medium (1M-10M),Business Services,364015,36
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,0,1,PG,Micro (1-10),No revenue,Transportation,307282,36
G.47.71.10,Commercio al dettaglio di confezioni per adulti,1.a Impresa,1605240,6,Unknown,Micro (1-10),Medium (1M-10M),Wholesale/Retail,262216,36
N.82.99.99,Altri servizi di sostegno alle imprese nca,1.b Azienda individuale,0,3,LE,Micro (1-10),No revenue,Business Services,338246,36
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.a Impresa,234706,6,TA,Micro (1-10),Small (100k-1M),Wholesale/Retail,299650,36
G.47.73.10,Farmacie,1.a Impresa,0,7,Unknown,Micro (1-10),No revenue,Wholesale/Retail,269944,36
G.47.72.20,Commercio al dettaglio di articoli di pelletteria e da viaggio,1.a Impresa,0,65,CN,Medium (51-250),No revenue,Wholesale/Retail,199500,22
N.82.99.99,Altri servizi di sostegno alle imprese nca,1.a Impresa,8374,1,SA,Micro (1-10),Very Small (<100k),Business Services,190245,28
G.46.46.30,Commercio all'ingrosso di articoli medicali ed ortopedici,1.a Impresa,3272347,12,NU,Small (11-50),Medium (1M-10M),Wholesale/Retail,135397,18
G.47.99.10,Commercio al dettaglio di prodotti vari mediante l'intervento di un dimostratore o di un incaricato alla vendita (porta a porta),1.a Impresa,40377739,34,PI,Small (11-50),Large (>10M),Wholesale/Retail,369205,36
N.82.19.09,Servizi di fotocopiatura preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio,1.a Impresa,444118,4,BA,Micro (1-10),Small (100k-1M),Business Services,317356,36
G.47.19.20,Commercio al dettaglio in esercizi non specializzati di computer periferiche attrezzature per le telecomunicazioni elettronica di consumo audio e video elettrodomestici,1.a Impresa,14946179,18,RM,Small (11-50),Large (>10M),Wholesale/Retail,266812,36
N.82.99.99,Altri servizi di sostegno alle imprese nca,1.a Impresa,736287,4,Unknown,Micro (1-10),Small (100k-1M),Business Services,318584,36
H.52.29.21,Intermediari dei trasporti,1.a Impresa,0,10,CN,Micro (1-10),No revenue,Transportation,280370,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,7823300,18,LU,Small (11-50),Medium (1M-10M),Wholesale/Retail,433051,36
C.17.23.09,Fabbricazione di altri prodotti cartotecnici,1.a Impresa,4077993,17,PG,Small (11-50),Medium (1M-10M),Manufacturing,254333,36
G.46.41.90,Commercio all'ingrosso di altri articoli tessili,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,158437,18
N.82.99.00,Altri servizi di supporto alle imprese nca,1.a Impresa,12886085,2409,RM,Large (>250),Large (>10M),Business Services,404155,36
H.49.41.00,Trasporto di merci su strada,1.a Impresa,688335,1,FO,Micro (1-10),Small (100k-1M),Transportation,351830,36
G.47.78.92,Commercio al dettaglio di spaghi cordami tele e sacchi di juta e prodotti per l'imballaggio (esclusi quelli in carta e cartone),1.a Impresa,743540,8,MT,Micro (1-10),Small (100k-1M),Wholesale/Retail,296531,36
H.52.29.10,Spedizionieri e agenzie di operazioni doganali,1.a Impresa,0,22,Unknown,Small (11-50),No revenue,Transportation,328312,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,1658677,3,Unknown,Micro (1-10),Medium (1M-10M),Wholesale/Retail,262696,36
G.45.31.01,Commercio all'ingrosso di parti e accessori di autoveicoli,1.a Impresa,0,6,EN,Micro (1-10),No revenue,Wholesale/Retail,107732,10
H.52.29.22,Servizi logistici relativi alla distribuzione delle merci,1.a Impresa,26343398,69,VE,Medium (51-250),Large (>10M),Transportation,406556,36
N.82.19.09,Servizi di fotocopiatura preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio,1.a Impresa,2148734,8,FO,Micro (1-10),Medium (1M-10M),Business Services,211214,36
S.96.02.02,Servizi degli istituti di bellezza,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Other Services,105905,10
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.a Impresa,104550,2,FG,Micro (1-10),Small (100k-1M),Wholesale/Retail,265829,36
N.82.19.09,Servizi di fotocopiatura preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio,1.b Azienda individuale,0,4,LE,Micro (1-10),No revenue,Business Services,251912,36
C.15.12.09,Fabbricazione di altri articoli da viaggio borse e simili pelletteria e selleria,1.a Impresa,5033863,9,Unknown,Micro (1-10),Medium (1M-10M),Manufacturing,284306,36
I.56.10.11,Ristorazione con somministrazione,1.b Azienda individuale,285327,4,AG,Micro (1-10),Small (100k-1M),Other,270536,36
N.82.99.99,Altri servizi di sostegno alle imprese nca,1.a Impresa,2494609,10,PU,Micro (1-10),Medium (1M-10M),Business Services,260128,36
O.8411C1,GOVERNO E ORGANI COSTITUZIONALI,2. Ente pubblico / gest. serv. pubblici,0,0,Unknown,No employees,No revenue,Public Administration,247096,36
G.47.78.99,Commercio al dettaglio di altri prodotti non alimentari nca,1.a Impresa,8494693,41,TA,Small (11-50),Medium (1M-10M),Wholesale/Retail,345181,36
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Transportation,101370,8
N.82.92.00,Attività di imballaggio e confezionamento per conto terzi,1.a Impresa,258617,3,VA,Micro (1-10),Small (100k-1M),Business Services,234696,36
N.82.99.99,Altri servizi di sostegno alle imprese nca,1.a Impresa,235353,5,SA,Micro (1-10),Small (100k-1M),Business Services,251467,36
H.52.29.22,Servizi logistici relativi alla distribuzione delle merci,1.a Impresa,2948072,31,MI,Small (11-50),Medium (1M-10M),Transportation,103412,12
H.49.41.00,Trasporto di merci su strada,1.a Impresa,1439184,18,Unknown,Small (11-50),Medium (1M-10M),Transportation,99642,5
N.82.99.99,Altri servizi di sostegno alle imprese nca,1.b Azienda individuale,0,5,Unknown,Micro (1-10),No revenue,Business Services,378112,36
M.70.22.01,Attività di consulenza per la gestione della logistica aziendale,1.a Impresa,0,6,AL,Micro (1-10),No revenue,Professional Services,244026,24
H.52.29.22,Servizi logistici relativi alla distribuzione delle merci,1.a Impresa,1684366,10,PN,Micro (1-10),Medium (1M-10M),Transportation,172144,36
G.47.71.00,Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati,1.a Impresa,656717,1,Unknown,Micro (1-10),Small (100k-1M),Wholesale/Retail,98367,12
H.52.21.90,Altre attività connesse ai trasporti terrestri nca,1.a Impresa,170016,1,BA,Micro (1-10),Small (100k-1M),Transportation,168174,36
G.46.46.30,Commercio all'ingrosso di articoli medicali ed ortopedici,1.a Impresa,55158801,70,MI,Medium (51-250),Large (>10M),Wholesale/Retail,236702,36
H.49.41.00,Trasporto di merci su strada,1.a Impresa,10661654,20,Unknown,Small (11-50),Large (>10M),Transportation,146908,30
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,3792376,1,Unknown,Micro (1-10),Medium (1M-10M),Wholesale/Retail,97134,10
N.82.19.09,Servizi di fotocopiatura preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio,1.a Impresa,289993,5,TV,Micro (1-10),Small (100k-1M),Business Services,264017,36
O.8411C1,GOVERNO E ORGANI COSTITUZIONALI,Altro / ND,0,0,RM,No employees,No revenue,Public Administration,294035,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,7223646,30,RM,Small (11-50),Medium (1M-10M),Wholesale/Retail,124435,14
G.46.69.20,Commercio all'ingrosso di materiale elettrico per impianti di uso industriale,1.a Impresa,6159747,12,LE,Small (11-50),Medium (1M-10M),Wholesale/Retail,212887,36
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,7631326,50,GE,Small (11-50),Medium (1M-10M),Information/Technology,205128,36
J.62.09.09,Altre attività dei servizi connessi alle tecnologie dell'informatica nca,1.a Impresa,29429,1,Unknown,Micro (1-10),Very Small (<100k),Information/Technology,134963,23
H.49.41.00,Trasporto di merci su strada,1.a Impresa,894648,7,SA,Micro (1-10),Small (100k-1M),Transportation,184010,36
N.82.19.01,Spedizione di materiale propagandistico compilazione e gestione di indirizzi,1.b Azienda individuale,254376,5,TO,Micro (1-10),Small (100k-1M),Business Services,266843,36
G.45.11.01,Commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri,1.a Impresa,6399332,28,MI,Small (11-50),Medium (1M-10M),Wholesale/Retail,225863,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,3152261,1,PC,Micro (1-10),Medium (1M-10M),Wholesale/Retail,322420,36
H.52.29.21,Intermediari dei trasporti,1.a Impresa,694200,3,VR,Micro (1-10),Small (100k-1M),Transportation,261179,36
G.46.49.30,Commercio all'ingrosso di giochi e giocattoli,1.a Impresa,4330076,17,MI,Small (11-50),Medium (1M-10M),Wholesale/Retail,95701,12
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,11,BS,Small (11-50),No revenue,Wholesale/Retail,343087,36
N.82.99.99,Altri servizi di sostegno alle imprese nca,1.a Impresa,79193,1,Unknown,Micro (1-10),Very Small (<100k),Business Services,91326,11
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,868292,9,Unknown,Micro (1-10),Small (100k-1M),Wholesale/Retail,266001,36
H.49.41.00,Trasporto di merci su strada,1.a Impresa,2995404,68,RM,Medium (51-250),Medium (1M-10M),Transportation,214403,36
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,113213,2,BA,Micro (1-10),Small (100k-1M),Transportation,244277,36
N.82.19.09,Servizi di fotocopiatura preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio,1.a Impresa,599287,6,TA,Micro (1-10),Small (100k-1M),Business Services,296528,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,7125820,34,MI,Small (11-50),Medium (1M-10M),Wholesale/Retail,227368,35
J.58.11.00,Edizione di libri,1.a Impresa,10678335,69,BO,Medium (51-250),Large (>10M),Information/Technology,246110,36
J.62.01.00,Produzione di software non connesso all'edizione,1.a Impresa,3153242,49,Unknown,Small (11-50),Medium (1M-10M),Information/Technology,423814,36
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.b Azienda individuale,0,6,TP,Micro (1-10),No revenue,Wholesale/Retail,256252,36
C.31.00.00,FABBRICAZIONE DI MOBILI,1.a Impresa,36598394,128,PN,Medium (51-250),Large (>10M),Manufacturing,258849,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,6204938,12,MI,Small (11-50),Medium (1M-10M),Wholesale/Retail,142627,36
G.46.46.30,Commercio all'ingrosso di articoli medicali ed ortopedici,1.a Impresa,2411003,5,TR,Micro (1-10),Medium (1M-10M),Wholesale/Retail,219390,36
N.82.19.09,Servizi di fotocopiatura preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio,1.a Impresa,599014,3,BS,Micro (1-10),Small (100k-1M),Business Services,158215,29
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,3439483,11,VE,Small (11-50),Medium (1M-10M),Transportation,95982,35
G.46.46.30,Commercio all'ingrosso di articoli medicali ed ortopedici,1.a Impresa,8940230,21,BO,Small (11-50),Medium (1M-10M),Wholesale/Retail,317988,36
M.73.11.02,Conduzione di campagne di marketing e altri servizi pubblicitari,1.a Impresa,22798907,7,RM,Micro (1-10),Large (>10M),Professional Services,326320,36
H.52.10.10,Magazzini di custodia e deposito per conto terzi,1.a Impresa,8160531,100,VE,Medium (51-250),Medium (1M-10M),Transportation,342156,31
C.18.12.00,Altra stampa,1.a Impresa,28520097,155,PR,Medium (51-250),Large (>10M),Manufacturing,303014,36
A.01.21.00,Coltivazione di uva,1.a Impresa,3831599,24,SI,Small (11-50),Medium (1M-10M),Other,271245,36
C.13.92.10,Confezionamento di biancheria da letto da tavola e per l'arredamento,1.a Impresa,811251,7,Unknown,Micro (1-10),Small (100k-1M),Manufacturing,115208,35
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.b Azienda individuale,770100,7,MO,Micro (1-10),Small (100k-1M),Wholesale/Retail,179198,36
K.64.99.60,Altre intermediazioni finanziarie nca,1.b Azienda individuale,0,1,RG,Micro (1-10),No revenue,Other,222254,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,3036236,17,ME,Small (11-50),Medium (1M-10M),Wholesale/Retail,123247,35
N.82.99.99,Altri servizi di sostegno alle imprese nca,1.a Impresa,638860,9,RM,Micro (1-10),Small (100k-1M),Business Services,146871,36
G.47.91.30,Commercio al dettaglio di qualsiasi tipo di prodotto per corrispondenza radio telefono,1.a Impresa,1621120,8,TV,Micro (1-10),Medium (1M-10M),Wholesale/Retail,269346,36
G.46.49.20,Commercio all'ingrosso di libri riviste e giornali,1.a Impresa,12643436,14,PD,Small (11-50),Large (>10M),Wholesale/Retail,211556,36
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.a Impresa,286201,3,CT,Micro (1-10),Small (100k-1M),Wholesale/Retail,226302,36
G.46.43.20,Commercio all'ingrosso di supporti registrati audio video (Cd Dvd e altri supporti),1.a Impresa,32425122,61,BO,Medium (51-250),Large (>10M),Wholesale/Retail,228745,36
C.28.93.00,Fabbricazione di macchine per l'industria alimentare delle bevande e del tabacco,1.a Impresa,28548652,65,PR,Medium (51-250),Large (>10M),Manufacturing,247680,36
H.52.29.22,Servizi logistici relativi alla distribuzione delle merci,1.a Impresa,253451,6,TO,Micro (1-10),Small (100k-1M),Transportation,231025,36
J.63.12.00,Portali web,1.a Impresa,15400390,30,VE,Small (11-50),Large (>10M),Information/Technology,185719,36
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,256443,4,BA,Micro (1-10),Small (100k-1M),Transportation,204850,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,2974265,11,MI,Small (11-50),Medium (1M-10M),Wholesale/Retail,192147,25
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,311406,4,Unknown,Micro (1-10),Small (100k-1M),Transportation,84123,32
G.45.32.00,Commercio al dettaglio di parti e accessori di autoveicoli,1.a Impresa,0,3,Unknown,Micro (1-10),No revenue,Wholesale/Retail,104797,20
H.49.41.00,Trasporto di merci su strada,1.a Impresa,27964711,191,PE,Medium (51-250),Large (>10M),Transportation,110019,23
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.a Impresa,248597,1,IM,Micro (1-10),Small (100k-1M),Wholesale/Retail,177293,36
H.53.20.00,ALTRE ATTIVITÀ POSTALI E DI CORRIERE,1.a Impresa,259466,2,PA,Micro (1-10),Small (100k-1M),Transportation,252195,36
M.74.10.10,Attività di design di moda e design industriale,1.a Impresa,991763,8,MI,Micro (1-10),Small (100k-1M),Professional Services,203577,36
H.49.41.00,Trasporto di merci su strada,1.a Impresa,838204,6,MI,Micro (1-10),Small (100k-1M),Transportation,212506,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,1513988,9,PD,Micro (1-10),Medium (1M-10M),Wholesale/Retail,100111,32
G.46.66.00,Commercio all'ingrosso di altre macchine e attrezzature per ufficio,1.a Impresa,1419498,5,SA,Micro (1-10),Medium (1M-10M),Wholesale/Retail,264156,36
N.82.19.01,Spedizione di materiale propagandistico compilazione e gestione di indirizzi,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Business Services,249897,36
C.32.50.30,Fabbricazione di protesi ortopediche altre protesi ed ausili (inclusa riparazione),1.a Impresa,38599015,240,RM,Medium (51-250),Large (>10M),Manufacturing,247218,36
H.52.29.22,Servizi logistici relativi alla distribuzione delle merci,1.a Impresa,4323261,14,AL,Small (11-50),Medium (1M-10M),Transportation,168411,36
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.b Azienda individuale,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,92050,16
C.17.23.00,Fabbricazione di prodotti cartotecnici,1.a Impresa,25710819,42,LU,Small (11-50),Large (>10M),Manufacturing,241778,36
G.46.42.10,Commercio all'ingrosso di abbigliamento e accessori,1.a Impresa,0,6,SA,Micro (1-10),No revenue,Wholesale/Retail,184478,36
N.82.90.00,SERVIZI DI SUPPORTO ALLE IMPRESE NCA,1.b Azienda individuale,261638,3,Unknown,Micro (1-10),Small (100k-1M),Business Services,192921,36
H.52.29.10,Spedizionieri e agenzie di operazioni doganali,1.a Impresa,41408168,66,FM,Medium (51-250),Large (>10M),Transportation,277599,34
G.47.91.10,Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet,1.a Impresa,3092770,3,AV,Micro (1-10),Medium (1M-10M),Wholesale/Retail,267000,36
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.a Impresa,250073,3,BT,Micro (1-10),Small (100k-1M),Wholesale/Retail,205913,36
G.47.71.30,Commercio al dettaglio di biancheria personale maglieria camicie,1.a Impresa,0,1,Unknown,Micro (1-10),No revenue,Wholesale/Retail,182718,36
N.82.19.09,Servizi di fotocopiatura preparazione di documenti e altre attività di supporto specializzate per le funzioni d'ufficio,1.a Impresa,124210,1,BA,Micro (1-10),Small (100k-1M),Business Services,145928,36
G.47.62.20,Commercio al dettaglio di articoli di cartoleria e forniture per ufficio,1.a Impresa,337004,3,AV,Micro (1-10),Small (100k-1M),Wholesale/Retail,213466,36
G.47.79.30,Commercio al dettaglio di indumenti e altri oggetti usati,1.a Impresa,3031042,30,BO,Small (11-50),Medium (1M-10M),Wholesale/Retail,170633,36
